Year,Type,Country,Area,Location,Activity,Gender,Age,Fatal (Y/N)
1986.0,Unprovoked,AUSTRALIA,Victoria,Jan Juc Beach,surfing,M,29.0,N
1986.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",surfing,M,22.0,N
1986.0,Unprovoked,USA,California,"Linda Mar Beach, Pedro Point, San Mateo County",surfing,M,16.0,N
1985.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Garvies Beach,surfing,M,,N
1985.0,Unprovoked,USA,North Carolina,New Hanover County,unknown,M,,N
1985.0,Provoked,AUSTRALIA,Queensland,Gladstone,fishing,M,,N
1985.0,Boating,USA,California,"Southeast Farallon Island, Farallon Islands",other,Unknown,,N
1985.0,Provoked,USA,California,5 miles south of Redondo Beach,fishing,M,24.0,N
1985.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,East London,surfing,M,22.0,N
1985.0,Unprovoked,USA,California,"Point Conception, Santa Barbara County",diving,M,46.0,N
1985.0,Unprovoked,USA,Hawaii,"Little Glass Shacks, Princeville, Kaua'i",surfing,M,33.0,N
1985.0,Unprovoked,USA,Hawaii,"Barbers Point, O'ahu",diving,M,24.0,N
1985.0,Provoked,USA,Alabama,"Gulf Shores, Baldwin County",fishing,M,,N
1985.0,Unprovoked,USA,California,"Elephant Rock near Tomales Point, Marin County",diving,M,,N
1985.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",diving,M,,N
1985.0,Unprovoked,USA,South Carolina,"Palmetto Dunes, Hilton Head, Beaufort County",wading,M,87.0,N
1985.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",wading,F,13.0,N
1985.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,15.0,N
1985.0,Boating,USA,California,"Off Shelter Cover (between Fort Bragg & Eureka), Humboldt County",fishing,Unknown,,N
1985.0,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",other,F,10.0,N
1985.0,Unprovoked,ITALY,Sicily,Punta Secca,other,M,13.0,N
1985.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,fishing,M,39.0,N
1985.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",surfing,M,25.0,N
1985.0,Unprovoked,AUSTRALIA,South Australia,"Wisemans Beach, Peake Bay, Port Lincoln",diving,F,33.0,Y
1985.0,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",diving,M,29.0,N
1985.0,Unprovoked,USA,Florida,"15 miles north of Sebastian Inlet, Brevard County",surfing,M,16.0,N
1985.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Struisbaai,swimming,M,15.0,N
1985.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umbogintwini,surfing,M,18.0,N
1985.0,Boating,NEW ZEALAND,South Island,Christchurch,other,Unknown,,N
1985.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Buffels Bay, False Bay",fishing,M,34.0,N
1985.0,Unprovoked,NEW CALEDONIA,South Province,Amedee Island,fishing,Unknown,,N
1985.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Salt Rock,fishing,M,20.0,N
1985.0,Unprovoked,VANUATU,Malampa Province,"Port Sandwich Bay, Lamap, Malakula",unknown,M,,Y
1985.0,Unprovoked,IRAN,,"Ramin, near Ahvaz",fishing,M,,Y
1984.0,"Valid, but unknown",ITALY,Tyrrhenian Sea,"Marciana Marina, Isola d'Elba",other,Unknown,,N
1984.0,Unprovoked,AUSTRALIA,Queensland,1 km off Black's Beach,other,M,16.0,Y
1984.0,Unprovoked,USA,Florida,"Jupiter Island Beach, Martin County",surfing,M,13.0,N
1984.0,Provoked,USA,Florida,"Fowey Rock, Key Biscayne",fishing,M,29.0,N
1984.0,Unprovoked,USA,Florida,"3 miles south of Sebastian Inlet State Park, Indian River County",surfing,F,23.0,N
1984.0,Unprovoked,USA,Florida,"Bob Graham Beach, Martin County",surfing,M,15.0,N
1984.0,Unprovoked,USA,Oregon,"""Turnaround"", Cape Kiwanda, Tillamook County",surfing,M,25.0,N
1984.0,Unprovoked,USA,California,"Tomales Point, Marin County",diving,M,,N
1984.0,Unprovoked,USA,Florida,Volusia County,surfing,M,17.0,N
1984.0,Unprovoked,USA,Florida,,swimming,M,,N
1984.0,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",surfing,M,16.0,N
1984.0,Unprovoked,USA,Florida,Volusia County,swimming,Unknown,,UNKNOWN
1984.0,Unprovoked,USA,California,"Mission Beach, San Diego County",wading,M,,N
1984.0,Unprovoked,USA,California,"Pigeon Point, San Mateo County",diving,M,28.0,Y
1984.0,Provoked,MEXICO,Baja California,Guadalupe Island,fishing,M,,N
1984.0,Unprovoked,INDONESIA,,Bali,other,M,,Y
1984.0,Unprovoked,USA,Texas,South Padre Island,swimming,F,13.0,N
1984.0,Unprovoked,USA,Texas,South Padre Island,swimming,F,18.0,N
1984.0,Unprovoked,USA,Florida,,fishing,M,30.0,N
1984.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sodwana,fishing,M,,N
1984.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Muizenberg, False Bay",surfing,M,27.0,N
1984.0,Unprovoked,USA,Hawaii,"Kane'ohe Bay, O'ahu",other,F,13.0,N
1984.0,Unprovoked,VANUATU,Malampa Province,"Atchin Island, off Malakula",swimming,M,,Y
1984.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Arniston,fishing,M,28.0,N
1984.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,surfing,M,,N
1984.0,Boating,SOUTH AFRICA,Eastern Cape Province,Swartkops River mouth,other,M,,N
1984.0,Unprovoked,AUSTRALIA,Western Australia,Coral Bay,unknown,Unknown,,UNKNOWN
1984.0,Provoked,SOUTH AFRICA,Eastern Cape Province,"Paradise Beach, Jeffreys Bay",fishing,M,,N
1984.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,"Shark tank at Oceanographic Research Insitute, Durban",diving,M,33.0,N
1984.0,Unprovoked,AUSTRALIA,Queensland,Derwent Island,fishing,M,27.0,N
1984.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,swimming,M,14.0,N
1984.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umlaas Canal,unknown,F,14.0,Y
1984.0,Provoked,USA,California,San Francisco,other,M,,N
1984.0,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",surfing,M,,N
1983.0,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",surfing,M,17.0,N
1983.0,Unprovoked,AUSTRALIA,South Australia,"Dangerous Reef, South Neptune Island",diving,M,48.0,N
1983.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Great Fish River,swimming,M,16.0,N
1983.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,swimming,M,47.0,N
1983.0,Sea Disaster,PHILIPPINES,Central Philippines,,other,M,,N
1983.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",surfing,M,15.0,N
1983.0,Unprovoked,USA,Florida,"Stuart Beach, Martin County",surfing,M,16.0,N
1983.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",wading,M,20.0,N
1983.0,Unprovoked,USA,Florida,"Off Lake Worth, Palm Beach County",standing,M,15.0,N
1983.0,"Valid, but unknown",USA,Oregon,"Cape Kiwanda,Tillamook County",surfing,M,,N
1983.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",fishing,M,29.0,N
1983.0,Unprovoked,USA,Virginia,"Virginia Beach, Princess Anne County",swimming,F,14.0,N
1983.0,Provoked,USA,Florida,"Riviera Beach, Palm Beach County",diving,M,14.0,N
1983.0,Unprovoked,USA,Florida,"6 miles south of Boca Chica Key, Monroe County ",diving,F,22.0,N
1983.0,Boating,USA,Rhode Island,,fishing,Unknown,,N
1983.0,Sea Disaster,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",swimming,F,21.0,Y
1983.0,Sea Disaster,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",swimming,M,24.0,Y
1983.0,Sea Disaster,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",other,M,28.0,N
1983.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Seal Point, Cape St. Francis",surfing,M,,N
1983.0,Unprovoked,USA,Florida,"Caloosahatchee River, Lee County",surfing,F,39.0,N
1983.0,Unprovoked,BAHAMAS,Abaco Islands,Green Turtle Cay,fishing,M,13.0,N
1983.0,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",swimming,M,17.0,N
1983.0,Unprovoked,USA,Florida,"Off 12th Street, Miami Beach",swimming,M,42.0,N
1983.0,Unprovoked,BAHAMAS,Abaco Islands,"Off Sandy Point, Great Abaco Island",fishing,M,15.0,Y
1983.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",surfing,M,21.0,N
1983.0,Unprovoked,BAHAMAS,,Carter Cay,unknown,M,30.0,N
1983.0,Unprovoked,BAHAMAS,Berry Islands,Whale Cay,fishing,M,,N
1983.0,Unprovoked,USA,Florida,"Intracoastal Waterway, Boca Raton, Palm Beach County",other,M,21.0,N
1983.0,Unprovoked,USA,Florida," Riviera Beach, Palm Beach County",surfing,M,15.0,N
1983.0,Unprovoked,USA,Florida,"Haulover Inlet, Dade County",surfing,M,22.0,N
1983.0,Unprovoked,USA,Florida,,surfing,M,,UNKNOWN
1983.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,fishing,M,27.0,N
1983.0,Unprovoked,USA,Florida,"Lake Worth Beach, Palm Beach County",surfing,M,16.0,N
1983.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,fishing,M,17.0,N
1983.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,surfing,M,,N
1983.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",surfing,M,,N
1983.0,Unprovoked,NEW CALEDONIA,Loyalty Islands,"We, Lifou",unknown,Unknown,,N
1983.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,paddling,M,16.0,N
1983.0,Provoked,USA,South Carolina,60 miles southeast of Beaufort,fishing,M,43.0,N
1983.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Muizenberg,surfing,M,22.0,N
1983.0,"Valid, but unknown",SOUTH AFRICA,Western Cape Province,Holbaai,fishing,M,32.0,N
1983.0,Unprovoked,,English Channel,,swimming,M,,N
1983.0,Unprovoked,VANUATU,Malampa Province,"Off the beach opposite Atchin Island, Malakula",other,M,,Y
1983.0,Provoked,USA,North & South Carolina,,fishing,M,,N
1982.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",other,M,,N
1982.0,Unprovoked,USA,Florida,North Dade- Interama area of Biscayne Bay,surfing,M,26.0,N
1982.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",surfing,M,16.0,N
1982.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",surfing,M,16.0,N
1982.0,Unprovoked,USA,Florida,"Patrick Air Force Base, Brevard County",surfing,M,20.0,N
1982.0,"Valid, but unknown",USA,California,"Monastery Beach, Carmel Bay, Monterey County",diving,M,36.0,N
1982.0,Unprovoked,USA,California,"Bear Harbor, Mendocino County",diving,M,28.0,N
1982.0,Unprovoked,JAPAN,Kumamoto Prefecture,Ariake Bay,unknown,M,,Y
1982.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Langebaan,swimming,F,18.0,N
1982.0,Unprovoked,TUNISIA,,"Skanes, near Monaster",surfing,M,,N
1982.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",paddling,M,38.0,N
1982.0,Unprovoked,USA,California,"Point Buchon, San Luis Obispo County",paddling,M,26.0,N
1982.0,Unprovoked,USA,Florida,"Stuart Beach, Martin County ",swimming,M,17.0,N
1982.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",swimming,F,19.0,N
1982.0,Unprovoked,NEW CALEDONIA,South Province,"Sarcelle, Isle of Pines",unknown,Unknown,,N
1982.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Ntlonyana Bay,surfing,M,27.0,Y
1982.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",swimming,M,20.0,N
1982.0,Unprovoked,BAHAMAS,Andros Islands,North Rat Cay Reef,fishing,M,19.0,N
1982.0,Unprovoked,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",unknown,F,8.0,N
1982.0,Unprovoked,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",surfing,M,,N
1982.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",surfing,M,16.0,N
1982.0,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",surfing,M,20.0,Y
1982.0,Unprovoked,NEW CALEDONIA,,,fishing,M,,N
1982.0,Unprovoked,AUSTRALIA,Tasmania,South Cape Bay,fishing,M,32.0,Y
1982.0,Unprovoked,USA,Florida,"Hobe Sound, Palm Beach County",surfing,M,18.0,N
1982.0,Provoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,fishing,M,,N
1982.0,Unprovoked,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",wading,F,,N
1982.0,Unprovoked,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",swimming,F,,N
1982.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",swimming,F,75.0,Y
1982.0,Unprovoked,USA,California,"Stillwater Cove, Sonoma County",diving,M,,N
1982.0,Unprovoked,USA,Florida,Elliot Key,diving,M,29.0,Y
1982.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpekeweni,swimming,M,20.0,N
1982.0,Boating,ITALY,Tyrrhenian Sea,"Lacona, Isola d'Elba",other,M,,UNKNOWN
1982.0,"Valid, but unknown",ITALY,Tyrrhenian Sea,"Biodola, Isola d'Elba",fishing,M,,N
1982.0,Unprovoked,TUNISIA,Biserta,Bechateur,fishing,Unknown,,UNKNOWN
1981.0,Unprovoked,USA,California,"South Moss Beach, Spanish Bay, Monterey Peninsula",surfing,M,24.0,Y
1981.0,Unprovoked,AUSTRALIA,Queensland,Green Island,unknown,Unknown,,N
1981.0,Unprovoked,USA,Hawaii,"Nimitz Beach, Barbers Point, O'ahu",fishing,M,,N
1981.0,Unprovoked,REUNION,Saint-Philippe,Vicendo,fishing,M,,N
1981.0,Provoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,other,M,,N
1981.0,Unprovoked,USA,Hawaii,"La'au Point, Moloka'i",diving,M,59.0,N
1981.0,Unprovoked,USA,Florida,"Jupiter Island, Brevard County",swimming,M,19.0,N
1981.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",surfing,M,,UNKNOWN
1981.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",surfing,M,17.0,N
1981.0,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",surfing,M,24.0,N
1981.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",surfing,M,28.0,N
1981.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",surfing,M,,N
1981.0,Unprovoked,USA,Florida,"Tampa Bay, Manatee County",swimming,M,26.0,Y
1981.0,Unprovoked,USA,Florida,"Patrick Air Force Base, Brevard County",surfing,M,25.0,N
1981.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",surfing,M,24.0,N
1981.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,15.0,N
1981.0,Provoked,USA,Florida,Gulf Island National Seashore Park,fishing,M,19.0,N
1981.0,Unprovoked,USA,Florida,"Marathon, Monroe County",diving,M,,N
1981.0,Unprovoked,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",other,F,19.0,Y
1981.0,Unprovoked,BAHAMAS,Grand Bahama Island,"Gingerbread Reef, east of Little Isaac Island ",surfing,M,53.0,N
1981.0,Unprovoked,USA,Florida,"St. Petersburg Beach, Pinellas County",swimming,F,16.0,N
1981.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,surfing,M,32.0,N
1981.0,Unprovoked,USA,Florida,Carter Cay,fishing,M,,N
1981.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Clansthal,other,M,,N
1981.0,Boating,ENGLAND,,Isle of Wight,fishing,M,,N
1981.0,Unprovoked,USA,Hawaii,"Ha'ena Beach Park, Kaua'i",diving,M,,Y
1981.0,Unprovoked,SOUTH KOREA,Chungnam,Wae-yeon Island,diving,F,27.0,Y
1981.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,surfing,M,27.0,N
1981.0,Unprovoked,USA,Florida,"Sands Cut, Elliot Key",diving,M,32.0,N
1981.0,Unprovoked,USA,Florida,"Jacksonville, Duval County",diving,M,,N
1981.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kings Beach,surfing,M,19.0,N
1981.0,Provoked,NAMIBIA,Eronogo Region,Walvis Bay,other,M,,N
1981.0,Sea Disaster,BERMUDA,,,other,Unknown,,N
1981.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Ntlonyane Bay,surfing,M,24.0,N
1981.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",standing,M,19.0,N
1981.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",surfing,M,24.0,N
1981.0,"Valid, but unknown",CHILE,Coquimbo,"Bahia Totoralillo, 80  km north of Coquimbo",diving,M,,N
1981.0,"Valid, but unknown",BRAZIL,Rio de Janeiro,Cabo Frio,diving,Unknown,,UNKNOWN
1981.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,swimming,M,30.0,N
1981.0,Unprovoked,AUSTRALIA,Western Australia,"Leighton Beach, north of Freemantle",other,M,,N
1981.0,Unprovoked,AUSTRALIA,Western Australia,"Parker's Point, Rottnest Island",unknown,Unknown,,UNKNOWN
1981.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",surfing,M,15.0,N
1981.0,Unprovoked,BRAZIL,Rio de Janeiro,Cabo Frio,fishing,Unknown,,N
1981.0,Unprovoked,USA,Florida,20 miles from Mayport,fishing,M,25.0,N
1981.0,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,surfing,M,27.0,N
1981.0,Unprovoked,GREECE,Pagasitikos Gulf,,diving,M,,N
1980.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,paddling,M,25.0,N
1980.0,Unprovoked,REUNION,Grand'Anse,Petite-Ile,fishing,M,22.0,N
1980.0,Unprovoked,AUSTRALIA,Western Australia,Lancelin,swimming,M,,N
1980.0,Unprovoked,BRAZIL,Pernambuco,Piedade,swimming,M,16.0,Y
1980.0,Unprovoked,USA,Oregon,Off Umpqua River,surfing,M,29.0,N
1980.0,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",surfing,M,19.0,N
1980.0,Unprovoked,MEXICO,,,diving,M,22.0,Y
1980.0,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",wading,F,10.0,N
1980.0,Unprovoked,USA,Hawaii,"Puamana, Lahaina, Maui",other,M,,N
1980.0,Unprovoked,SPAIN,Canary Islands,"San Juan de la Rambla, Tenerife",diving,M,,N
1980.0,Unprovoked,USA,New Jersey,"Ocean City, Cape May County",surfing,M,15.0,N
1980.0,Unprovoked,USA,Delaware,Dewey Beach,standing,F,22.0,N
1980.0,Unprovoked,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County",surfing,M,,N
1980.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,,N
1980.0,Provoked,USA,California,"Off San Clemente Island, Los Angeles County",diving,F,44.0,N
1980.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fullers Bay,surfing,M,22.0,N
1980.0,Provoked,JAMAICA,St. Mary's Parish,"Priestman's River area, East Portland",fishing,M,,N
1980.0,Sea Disaster,PHILIPPINES,Romblon Province,"Maestre de Campo Island, 120 miles south of Manila",other,Unknown,,Y
1980.0,Unprovoked,MEXICO,Sinaloa,Mazatlán,surfing,F,13.0,N
1980.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,diving,M,52.0,Y
1980.0,Unprovoked,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",swimming,M,,N
1980.0,Sea Disaster,PHILIPPINES,,250 miles southwest of Manila,other,F,,Y
1980.0,Provoked,SOUTH AFRICA,Western Cape Province,Velddrif,fishing,M,61.0,N
1980.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Ballito,surfing,M,24.0,N
1980.0,Unprovoked,KENYA,Lamu Archipelago,South of Lamu Island,fishing,M,29.0,N
1980.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Ansteys,fishing,M,29.0,N
1980.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay,swimming,M,,N
1980.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kings Beach,swimming,M,25.0,N
1980.0,"Valid, but unknown",CHILE,Los Vilos,"Punta Negra, Pichidangui",diving,M,,Y
1980.0,Provoked,NORTH ATLANTIC OCEAN,,Onboard swordfish trawler,other,M,34.0,N
1980.0,Unprovoked,TONGA,Ha'api,Ha'ano Island,fishing,M,,N
1979.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kenton-on-Sea,swimming,M,18.0,N
1979.0,"Valid, but unknown",PORTUGAL,Madeira Islands,"Sao Jorge, Madeira Island",fishing,M,19.0,Y
1979.0,Unprovoked,SOUTH CHINA SEA,,,diving,M,32.0,N
1979.0,Unprovoked,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",surfing,M,20.0,N
1979.0,Provoked,SOUTH AFRICA,Western Cape Province,Macassar,fishing,Unknown,,N
1979.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,fishing,M,,N
1979.0,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,diving,M,18.0,N
1979.0,Unprovoked,HONG KONG,,Mirs Bay,swimming,M,21.0,Y
1979.0,Unprovoked,HONG KONG,Ho Ha Wan Marine Park,,unknown,M,16.0,Y
1979.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",other,M,49.0,N
1979.0,Unprovoked,THAILAND,Southern Thailand,,other,M,,Y
1979.0,Sea Disaster,USA,Florida,10 miles off Cape Canaveral,swimming,M,56.0,N
1979.0,Provoked,SOUTH AFRICA,Western Cape Province,"Hangklip, False Bay",fishing,M,25.0,N
1979.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mbibi,diving,M,,Y
1979.0,Unprovoked,NEW CALEDONIA,North Province,Ile Yandé (between Poum and Bélep),fishing,Unknown,,N
1979.0,Unprovoked,NEW CALEDONIA,North Province,Balade,unknown,M,,Y
1979.0,Unprovoked,USA,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County",swimming,M,24.0,N
1979.0,Unprovoked,USA,Florida,"Municipal Beach, Boyton Beach, Palm Beach County",surfing,M,8.0,N
1979.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",surfing,M,27.0,N
1979.0,Unprovoked,USA,California,"Ano Nuevo Island, San Mateo, County",diving,M,,N
1979.0,Boating,SOUTH AFRICA,Western Cape Province,Seal Island,unknown,Unknown,,N
1979.0,Unprovoked,NEW CALEDONIA,Grand Terre,"Five Mile Beach, I'le Ouen",fishing,M,,Y
1979.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,surfing,M,19.0,N
1979.0,Unprovoked,USA,Hawaii,"South Kohala, Hawai'i",fishing,M,,Y
1978.0,Unprovoked,AUSTRALIA,Queensland,Bribie Island,unknown,M,,N
1978.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sodwana,fishing,M,23.0,Y
1978.0,Unprovoked,USA,Hawaii,"Ewa, O'ahu",surfing,M,,N
1978.0,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",surfing,M,17.0,N
1978.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",fishing,M,27.0,N
1978.0,Unprovoked,ITALY,Tyrrhenian Sea,Capo d'Anzio,diving,M,,N
1978.0,Unprovoked,AUSTRALIA,Tasmania,"Cape Pillar, Storm Bay",diving,M,34.0,N
1978.0,Unprovoked,USA,California,"Pajaro Dunes, Santa Cruz County",wading,M,,N
1978.0,Unprovoked,USA,Florida,Florida Straits,swimming,M,27.0,N
1978.0,Sea Disaster,USA,South Carolina,,other,M,39.0,N
1978.0,Provoked,USA,California,"Newport Beach, Orange County",fishing,M,27.0,N
1978.0,Unprovoked,USA,Florida,"South of Neptune Beach, Duval County",surfing,M,20.0,N
1978.0,Unprovoked,USA,Florida,"Neptune Beach, Duval County",surfing,M,17.0,N
1978.0,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,diving,M,25.0,N
1978.0,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,diving,M,23.0,N
1978.0,Unprovoked,AUSTRALIA,Tasmania,Beechford,diving,M,,N
1978.0,Boating,SOUTH AFRICA,Eastern Cape Province,"Gulu Deep, East London",unknown,Unknown,,N
1978.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",fishing,Unknown,,N
1978.0,"Valid, but unknown",SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",diving,M,,N
1978.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Glenashley,surfing,M,17.0,N
1978.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",surfing,F,,N
1978.0,Unprovoked,VANUATU,Malampa Province,"Ranon, Ambryn",swimming,F,,Y
1977.0,Sea Disaster,USA,Hawaii,2 miles off Keahole Airport,swimming,M,49.0,N
1977.0,Unprovoked,USA,Florida,"Hobe Sound, Palm Beach County",surfing,M,27.0,N
1977.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Qolera River,surfing,M,18.0,N
1977.0,Boating,SOUTH AFRICA,Western Cape Province,"Macassar, False Bay",fishing,Unknown,,N
1977.0,Provoked,SOUTH AFRICA,Western Cape Province,Klein River Lagoon,standing,M,,N
1977.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Bluegums Rock, Partridge Point",fishing,M,25.0,N
1977.0,"Valid, but unknown",AUSTRALIA,South Australia,"Cactus Beach, near Ceduna",surfing,M,17.0,N
1977.0,Unprovoked,AUSTRALIA,Queensland,"Buddina Beach, south of Noosa",swimming,M,25.0,Y
